city_name,store_name,store_address,phone_number,zip_code,latitude,longitude,state
Columbia,925 Hwy-98 E,"925 Hwy-98 E, Columbia",601-736-0773,39429,31.239384,-89.763166,Mississippi
Columbus,1510 Main Street,"1510 Main Street, Columbus",662-329-3131,39701,33.393933,-88.504719,Mississippi
Corinth,1102 US Highway 72 East,"1102 US Highway 72 East, Corinth",662-284-9099,38834,34.917111,-88.571777,Mississippi
DIberville,10493 DIberville Blvd,"10493 DIberville Blvd, DIberville",228-392-6636,39532,30.493085,-88.964318,Mississippi
Diamondhead,107 Live Oak Dr,"107 Live Oak Dr, Diamondhead",228-255-0001,39525,30.381932,-89.370784,Mississippi
Ellisville,800 Hill Street,"800 Hill Street, Ellisville",601-477-4949,39437,31.579926,-89.218571,Mississippi
Florence,2785 Hwy 49 S Suite E,"2785 Hwy 49 S Suite E, Florence",601-845-5030,39073,32.102431,-90.135817,Mississippi
Arnold,1951 Richardson Road,"1951 Richardson Road, Arnold",636-467-5800,63010,38.430371,-90.3921,Missouri
Ashland,203 N Henry Clay Blvd,"203 N Henry Clay Blvd, Ashland",573-415-0000,65010,38.793269,-92.237172,Missouri
Aurora,1208 South Elliot Ave,"1208 South Elliot Ave, Aurora",417-308-8833,65605,36.771716,-93.654747,Missouri
Ballwin,14764 Clayton Road,"14764 Clayton Road, Ballwin",636-391-6304,63011,38.603678,-90.559295,Missouri
Battlefield,4032 West Republic Road,"4032 West Republic Road, Battlefield",417-633-7525,65619,37.121719,-93.394691,Missouri
Bellefontaine Neighbors,10109 Lewis & Clark Blvd.,"10109 Lewis & Clark Blvd., Bellefontaine",314-868-2244,63137,38.750543,-90.21166,Missouri
Belton,700 E North Ave,"700 E North Ave, Belton",816-331-5100,64012,38.789354,-94.543625,Missouri
Berkeley,9432 Natural Bridge Road,"9432 Natural Bridge Road, Berkeley",314-426-3113,63134,38.740404,-90.345956,Missouri
Blue Springs,706 E N Hwy 7,"706 E N Hwy 7, Blue",816-228-2700,64014,39.00676,-94.255136,Missouri
Bolivar,623 S Springfield Ave,"623 S Springfield Ave, Bolivar",417-777-7070,65613,37.636902,-93.396427,Missouri
Bonne Terre,48 Berry Rd.,"48 Berry Rd., Bonne",573-358-3322,63628,37.945701,-90.524737,Missouri
Branson,3310 W. Hwy. 76,"3310 W. Hwy. 76, Branson",417-335-6789,65616,36.669373,-93.248879,Missouri
Bridgeton,12501 Natural Bridge Road,"12501 Natural Bridge Road, Bridgeton",314-291-3232,63044,38.772791,-90.430046,Missouri
Camdenton,16 Camden Ct SE,"16 Camden Ct SE, Camdenton",573-410-8100,65020,38.006239,-92.780644,Missouri
Cape Girardeau,1028 N Sprigg St,"1028 N Sprigg St, Cape",573-651-3880,63701,37.335872,-89.575814,Missouri
Carthage,2003 S Garrison Ave,"2003 S Garrison Ave, Carthage",417-358-6565,64836,37.189255,-94.279255,Missouri
Chesterfield,13728 Olive Blvd,"13728 Olive Blvd, Chesterfield",314-275-7979,63017,38.651309,-90.531216,Missouri
Chillicothe,1307 Washington St,"1307 Washington St, Chillicothe",660-646-9800,64601,39.805381,-93.579097,Missouri
Columbia,416 S Ninth,"416 S Ninth, Columbia",573-875-3030,65201,38.900944,-92.238425,Missouri
Creve Coeur,11933 Olive Blvd,"11933 Olive Blvd, Creve",314-567-1010,63141,38.658285,-90.458195,Missouri
Belgrade,19599 Frontage Rd,"19599 Frontage Rd, Belgrade",406-813-8828,59714,45.980279,-111.129807,Montana
Billings,444 Broadwater Avenue,"444 Broadwater Avenue, Billings",406-256-1312,59101,45.613054,-108.390305,Montana
Bozeman,203 N. 7th,"203 N. 7th, Bozeman",406-586-5431,59715,45.825929,-110.898032,Montana
Butte,2101 Harrison Ave Suite 1,"2101 Harrison Ave Suite 1, Butte",406-782-3000,59701,46.035043,-112.47572,Montana
Columbia Falls,734 9th Street W,"734 9th Street W, Columbia",406-892-3034,59912,48.408842,-114.154162,Montana
Dillon,205 S Atlantic St,"205 S Atlantic St, Dillon",406-660-3535,59725,45.098017,-112.821472,Montana
Great Falls,4109 2nd Ave N,"4109 2nd Ave N, Great",406-771-0040,59405,47.319261,-111.298533,Montana
Hamilton,901 South First Ave,"901 South First Ave, Hamilton",406-361-3030,59840,46.185492,-114.193659,Montana
Havre,501 1st Street,"501 1st Street, Havre",406-262-9300,59501,48.689862,-109.78113,Montana
Helena,700 N Main Street,"700 N Main Street, Helena",406-443-2454,59601,46.530509,-112.199726,Montana
Kalispell,150 Hutton Ranch Rd #103 Kalispell,"150 Hutton Ranch Rd #103 Kalispell, Kalispell",406-756-0330,59901,48.229649,-114.385053,Montana
Laurel,720 1st Ave,"720 1st Ave, Laurel",406-530-1555,59044,45.630153,-108.728479,Montana
Livingston,2410 Park Street,"2410 Park Street, Livingston",406-823-3030,59047,45.547407,-110.571191,Montana
Miles City,1111 South Haynes Ave #2,"1111 South Haynes Ave #2, Miles",406-852-5544,59301,46.293337,-105.759498,Montana
Missoula,111 South Avenue West,"111 South Avenue West, Missoula",406-721-7610,59801,46.856398,-114.014338,Montana
Polson,318 Main St,"318 Main St, Polson",999-999-9999,59860,47.706523,-114.17282,Montana
Sidney,410 North Central Avenue,"410 North Central Avenue, Sidney",406-630-7788,59270,47.609455,-104.086128,Montana
Beatrice,1710 North 6th Street,"1710 North 6th Street, Beatrice",402-520-8300,68310,40.249821,-96.74949,Nebraska
Bellevue,2015 Pratt Ave Ste 113,"2015 Pratt Ave Ste 113, Bellevue",402-292-4700,68005,41.142686,-95.892969,Nebraska
Chadron,1519 W 6th Street,"1519 W 6th Street, Chadron",308-747-2203,69337,42.827175,-103.012899,Nebraska
Columbus,2409 23rd St,"2409 23rd St, Columbus",402-562-5656,68601,41.454231,-97.398164,Nebraska
Elkhorn,920 N 204th Ave,"920 N 204th Ave, Elkhorn",531-466-2630,68022,41.279953,-96.250786,Nebraska
Fremont,2155 E. 23rd St.,"2155 E. 23rd St., Fremont",402-721-1444,68025,41.437235,-96.48788,Nebraska
Gering,2915 10th St,"2915 10th St, Gering",308-633-0003,69341,41.72097,-103.632808,Nebraska
Grand Island,624 N Webb Rd,"624 N Webb Rd, Grand",308-389-3030,68803,40.956077,-98.414575,Nebraska
Hastings,618 South Burlington Ave,"618 South Burlington Ave, Hastings",402-902-4646,68901,40.59161,-98.372728,Nebraska
Kearney,3702 2nd Avenue,"3702 2nd Avenue, Kearney",308-234-6544,68847,40.76003,-99.017084,Nebraska
La Vista,9631 Giles Road,"9631 Giles Road, La",402-884-9120,68128,41.182074,-96.065315,Nebraska
Lincoln,2401 N 48th St Suite #9 Lincoln,"2401 N 48th St Suite #9 Lincoln, Lincoln",402-434-2377,68504,40.854478,-96.660184,Nebraska
Norfolk,904 Riverside Blvd.,"904 Riverside Blvd., Norfolk",402-371-0107,68701,42.019825,-97.442556,Nebraska
North Platte,1815 West A Street,"1815 West A Street, North",308-534-0400,69101,41.141895,-100.800597,Nebraska
Omaha,7120 Military Ave,"7120 Military Ave, Omaha",402-898-9393,68104,41.295431,-96.002289,Nebraska
Papillion,1449 Papillion Dr,"1449 Papillion Dr, Papillion",402-933-0037,68133,41.112562,-95.995484,Nebraska
Scottsbluff,1015 W 27th St,"1015 W 27th St, Scottsbluff",308-635-0330,69361,41.922838,-103.622904,Nebraska
Seward,132 S. 5th Street,"132 S. 5th Street, Seward",402-803-1955,68434,40.909586,-97.116949,Nebraska
Sidney,610 Glover Rd # 1,"610 Glover Rd # 1, Sidney",877-883-9643,69162,41.129228,-103.016632,Nebraska
Boulder City,1014 Nevada Way,"1014 Nevada Way, Boulder",702-294-2424,89005,35.986677,-114.809401,Nevada
Carson City,3231 Hwy 50 E,"3231 Hwy 50 E, Carson",775-883-7500,89701,39.129024,-119.725281,Nevada
Elko,1900 Idaho Street Suite 101,"1900 Idaho Street Suite 101, Elko",775-753-9333,89801,41.247991,-115.761405,Nevada
Fallon,960a Auction Rd Fallon,"960a Auction Rd Fallon, Fallon",775-423-2500,89406,39.53771,-118.264165,Nevada
Fernley,1510 East Newlands Drive,"1510 East Newlands Drive, Fernley",775-404-0300,89408,39.565417,-119.174165,Nevada
Henderson,971 S Boulder Hwy,"971 S Boulder Hwy, Henderson",702-565-3030,89015,36.039314,-114.928032,Nevada
Las Vegas,9435 W Tropicana Ave suite 104,"9435 W Tropicana Ave suite 104, Las",702-365-9877,89147,36.112796,-115.280141,Nevada
Mesquite,1060 W. Pioneer Blvd,"1060 W. Pioneer Blvd, Mesquite",725-225-1112,89027,36.813945,-114.120444,Nevada
Minden,1645 US Highway 395 N Suite B,"1645 US Highway 395 N Suite B, Minden",775-392-4343,89423,39.018863,-119.755643,Nevada
North Las Vegas,3011 W Lake Mead Blvd Ste 103,"3011 W Lake Mead Blvd Ste 103, North",702-880-9700,89032,36.223179,-115.172723,Nevada
Pahrump,250 S. Highway 160,"250 S. Highway 160, Pahrump",775-751-3030,89048,36.165343,-116.003323,Nevada
Reno,1675 Robb Dr.,"1675 Robb Dr., Reno",775-746-2929,89523,39.525009,-119.913718,Nevada
Sparks,1145 N. McCarren Blvd.,"1145 N. McCarren Blvd., Sparks",775-359-5353,89431,39.540398,-119.749111,Nevada
Spring Creek,266 E Spring Creek Parkway,"266 E Spring Creek Parkway, Spring",775-777-3343,89815,40.615333,-115.594252,Nevada
Sun Valley,4850 Sun Valley Blvd.,"4850 Sun Valley Blvd., Sun",775-673-6363,89433,39.608937,-119.776657,Nevada
Winnemucca,1038 Grass Valley Rd,"1038 Grass Valley Rd, Winnemucca",775-625-3300,89445,41.169339,-118.263916,Nevada
Bedford,184 NH-101 Unit 2,"184 NH-101 Unit 2, Bedford",603-965-2000,03110,42.935584,-71.536871,New Hampshire
Berlin,19 Pleasant St,"19 Pleasant St, Berlin",603-752-2255,03570,44.504596,-71.155466,New Hampshire
Claremont,216 Washington St,"216 Washington St, Claremont",603-542-3333,03743,43.360727,-72.326929,New Hampshire
Concord,202 North Main St,"202 North Main St, Concord",603-228-4222,03301,43.238549,-71.555988,New Hampshire
Derry,61 Crystal Ave,"61 Crystal Ave, Derry",603-432-6605,03038,42.892761,-71.276763,New Hampshire
Dover,250 Central Ave,"250 Central Ave, Dover",603-742-8411,03820,43.190658,-70.887655,New Hampshire
Durham,7 Mill Rd,"7 Mill Rd, Durham",603-868-6230,03824,43.117186,-70.918788,New Hampshire
East Hampstead,45 Danville Rd,"45 Danville Rd, East",603-819-5521,03826,42.890002,-71.130675,New Hampshire
Franklin,900 Central St,"900 Central St, Franklin",603-821-4999,03235,43.449136,-71.674267,New Hampshire
Goffstown,553 Mast Rd,"553 Mast Rd, Goffstown",603-932-5555,03045,43.021515,-71.563462,New Hampshire
Hampton,725 Lafayette Rd,"725 Lafayette Rd, Hampton",603-929-0030,03842,42.939601,-70.836728,New Hampshire
Hanover,73 S Main St,"73 S Main St, Hanover",603-643-3344,03755,43.727746,-72.142753,New Hampshire
Hooksett,1562 Hooksett Rd,"1562 Hooksett Rd, Hooksett",603-836-8100,03106,43.082584,-71.446878,New Hampshire
Hudson,16 Chase St,"16 Chase St, Hudson",603-319-1999,03051,42.760508,-71.409494,New Hampshire
Keene,60 Island St #1,"60 Island St #1, Keene",603-357-5534,03431,42.965044,-72.294803,New Hampshire
Laconia,580 Union Ave,"580 Union Ave, Laconia",603-528-4820,03246,43.576496,-71.482301,New Hampshire
Littleton,683 Meadow St,"683 Meadow St, Littleton",603-610-4455,03561,44.34335,-71.795116,New Hampshire
Londonderry,103 Nashua Rd,"103 Nashua Rd, Londonderry",603-434-3600,03053,42.869839,-71.387845,New Hampshire
Manchester,60 Beech street,"60 Beech street, Manchester",603-647-4300,03103,42.950538,-71.446547,New Hampshire
Meredith,38 NH Route 25 unit 24A,"38 NH Route 25 unit 24A, Meredith",603-707-4222,03253,43.631211,-71.498585,New Hampshire
Absecon,782 Whitehorse Pike,"782 Whitehorse Pike, Absecon",609-646-8808,08201,39.423563,-74.493025,New Jersey
Atco,440 White Horse Pike,"440 White Horse Pike, Atco",856-768-5522,08004,39.764747,-74.870626,New Jersey
Atlantic City,2601 Atlantic Ave,"2601 Atlantic Ave, Atlantic",609-347-0303,08401,39.377297,-74.451082,New Jersey
Atlantic Highlands,183 First Ave,"183 First Ave, Atlantic",732-872-2800,07716,40.401088,-74.032978,New Jersey
Barnegat,905 West Bay Avenue,"905 West Bay Avenue, BARNEGAT",609-978-1333,08005,39.767727,-74.312588,New Jersey
Bayonne,578 Avenue C,"578 Avenue C, Bayonne",201-858-3030,07002,40.662338,-74.110275,New Jersey
Bayville,699 Atlantic City Blvd,"699 Atlantic City Blvd, Bayville",732-269-7800,08721,39.901987,-74.152651,New Jersey
Belleville,530 Washington Ave,"530 Washington Ave, Belleville",973-751-2222,07109,40.794927,-74.162353,New Jersey
Bellmawr,44 E. Browning Rd.,"44 E. Browning Rd., Bellmawr",856-931-4100,08031,39.866356,-75.09467,New Jersey
Berkeley Heights,629 Springfield Avenue,"629 Springfield Avenue, Berkeley",908-898-0009,07922,40.676393,-74.425027,New Jersey
Boonton,931 Main St,"931 Main St, Boonton",973-299-6555,07005,40.932771,-74.417304,New Jersey
Bordentown,650 Route 206,"650 Route 206, Bordentown",609-832-3333,08505,40.103026,-74.733455,New Jersey
Brick,3000 Yorktowne Blvd.,"3000 Yorktowne Blvd., Brick",732-206-0002,08723,40.038584,-74.1116,New Jersey
Bridgeton,39 North Laurel Street,"39 North Laurel Street, Bridgeton",856-455-6800,08302,39.438613,-75.260646,New Jersey
Brooklawn,603 Browning Lane,"603 Browning Lane, Brooklawn",856-754-4000,08030,39.888896,-75.118078,New Jersey
Browns Mills,100 Lakehurst Avenue,"100 Lakehurst Avenue, Browns",609-893-1600,08015,39.931531,-74.543763,New Jersey
Budd Lake,141 Route 46,"141 Route 46, Budd",973-691-8900,07828,40.883935,-74.750312,New Jersey
Burlington,680 High Street,"680 High Street, Burlington",609-387-8400,08016,40.069522,-74.824196,New Jersey
Butler,1360 Route 23 N.,"1360 Route 23 N., Butler",973-492-9300,07405,40.987841,-74.378188,New Jersey
Caldwell,399 Bloomfield Ave,"399 Bloomfield Ave, Caldwell",973-228-6600,07006,40.851187,-74.282865,New Jersey
Alamogordo,100 S Whitesands Blvd,"100 S Whitesands Blvd, Alamogordo",575-434-3030,88310,32.641272,-106.072883,New Mexico
Albuquereque,11028 Montgomery Blvd NE,"11028 Montgomery Blvd NE, Albuquereque",505-298-3030,87111,35.143913,-106.48746,New Mexico
Albuquerque,13110 Central Avenue SE,"13110 Central Avenue SE, Albuquerque",505-302-3030,87123,35.067584,-106.470746,New Mexico
Artesia,302 S First St,"302 S First St, Artesia",575-746-3030,88210,32.771797,-104.219669,New Mexico
Aztec,1415 W Aztec Blvd,"1415 W Aztec Blvd, Aztec",505-334-8405,87410,36.868277,-107.882308,New Mexico
Belen,301 N Main St,"301 N Main St, Belen",505-861-3030,87002,34.611886,-106.652175,New Mexico
Bloomfield,500 W Broadway Ave,"500 W Broadway Ave, Bloomfield",505-738-3030,87413,36.415501,-107.97852,New Mexico
Cannon AFB,108 W Octagon Bldg. 77,"108 W Octagon Bldg. 77, Cannon",575-784-3033,88103,34.384167,-103.317985,New Mexico
Carlsbad,220 S Canal St,"220 S Canal St, Carlsbad",575-887-3030,88220,32.311474,-104.431928,New Mexico
Clovis,1917 N Prince,"1917 N Prince, Clovis",575-769-3030,88101,34.499384,-103.275272,New Mexico
Deming,718 S Gold,"718 S Gold, Deming",575-544-3232,88030,32.173456,-107.727419,New Mexico
Edgewood,1940 Old Highway 66 Suite B,"1940 Old Highway 66 Suite B, Edgewood",505-286-3030,87015,35.076689,-106.182537,New Mexico
Espanola,931 N Riverside Dr,"931 N Riverside Dr, Espanola",505-753-3030,87532,35.993867,-106.088977,New Mexico
Farmington,3501 E. Main St,"3501 E. Main St, Farmington",505-326-9100,87402,36.783848,-108.144001,New Mexico
Gallup,1610 E Hwy 66,"1610 E Hwy 66, Gallup",505-722-4443,87301,35.534984,-108.737949,New Mexico
Grants,615 W Santa Fe Avenue,"615 W Santa Fe Avenue, Grants",505-876-2323,87020,34.86525,-107.947956,New Mexico
Hobbs,801 West Bender,"801 West Bender, Hobbs",575-393-3030,88240,32.703782,-103.485066,New Mexico
Holloman AFB,744 First Street Building 33,"744 First Street Building 33, Holloman",575-479-3030,88330,32.836586,-106.077393,New Mexico
Kirtland,4208 HWY 64,"4208 HWY 64, Kirtland",505-598-5121,87417,36.748725,-108.345707,New Mexico
Las Cruces,1763 University Ave,"1763 University Ave, Las",575-522-7700,88001,32.290051,-106.75389,New Mexico
Albany,267 New Scotland Ave,"267 New Scotland Ave, Albany",518-438-3030,12208,42.653031,-73.809978,New York
Amherst,1401 Niagara Falls Blvd,"1401 Niagara Falls Blvd, Amherst",716-832-4444,14226,42.971014,-78.796455,New York
Amsterdam,market & division,"market & division, Amsterdam",518-842-7227,12010,42.937632,-74.173325,New York
Astoria,25-55 Steinway Street,"25-55 Steinway Street, Astoria",718-545-3030,11105,40.778877,-73.906769,New York
Auburn,19 Dill St,"19 Dill St, Auburn",315-252-4440,13021,42.922279,-76.558539,New York
Babylon,9 Cooper St,"9 Cooper St, Babylon",631-422-2020,11702,40.650697,-73.262218,New York
Baldwinsville,80 Smokey Hollow Road,"80 Smokey Hollow Road, Baldwinsville",315-303-7001,13027,43.166437,-76.364345,New York
Batavia,6 Court St,"6 Court St, Batavia",585-343-3344,14020,42.99619,-78.213412,New York
Bay Shore,55 Third Avenue,"55 Third Avenue, Bay",631-206-0300,11706,40.722537,-73.252183,New York
Bayside,3626 Bell Blvd,"3626 Bell Blvd, Bayside",718-225-7575,11361,40.764191,-73.772775,New York
Bethpage,406 North Wantagh Ave.,"406 North Wantagh Ave., Bethpage",516-942-0808,11714,40.742563,-73.486073,New York
Binghamton,1185 Vestal Ave,"1185 Vestal Ave, Binghamton",607-772-8555,13903,42.04187,-75.889077,New York
Brentwood,167 Clarke Street,"167 Clarke Street, Brentwood",631-231-9700,11717,40.783805,-73.252263,New York
Brewster NY,162 Main St,"162 Main St, Brewster",845-314-3400,10509,41.410855,-73.59434,New York
Brockport,205 Main St,"205 Main St, Brockport",585-637-6886,14420,43.211739,-77.934564,New York
Bronx,220 East 161st St,"220 East 161st St, Bronx",917-688-3778,10451,40.820479,-73.925084,New York
Brooklyn,886 Dekalb Ave,"886 Dekalb Ave, Brooklyn",917-909-6464,11221,40.69134,-73.927879,New York
Buffalo,1105 Broadway St,"1105 Broadway St, Buffalo",716-953-3434,14212,42.894211,-78.820173,New York
Canandaigua,70 West Ave,"70 West Ave, Canandaigua",585-396-1230,14424,42.856695,-77.303277,New York
Carle Place,501 Westbury Avenue,"501 Westbury Avenue, Carle",516-997-8555,11514,40.749892,-73.612477,New York
Aberdeen,11109 Hwy 15/501,"11109 Hwy 15/501, Aberdeen",910-692-6662,28315,35.117305,-79.431532,North Carolina
Advance,100 Yadkin Valley Rd,"100 Yadkin Valley Rd, Advance",336-998-2000,27006,35.939004,-80.440264,North Carolina
Ahoskie,132 East Main St,"132 East Main St, Ahoskie",252-862-4000,27910,36.290066,-76.993185,North Carolina
Albemarle,1415 Highway former Hardees Albemarle,"1415 Highway former Hardees Albemarle, Albemarle",704-982-6777,28001,35.338552,-80.208179,North Carolina
Anderson Creek,3254 Ray Road,"3254 Ray Road, Anderson",910-496-0772,28390,35.219487,-78.955973,North Carolina
Angier,306 Fish Dr,"306 Fish Dr, Angier",919-331-2444,27501,35.484941,-78.68457,North Carolina
Apex,833 Perry Rd,"833 Perry Rd, Apex",919-387-0030,27502,35.71525,-78.920992,North Carolina
Asheboro,124 W Ward,"124 W Ward, Asheboro",336-629-2468,27203,35.728464,-79.786527,North Carolina
Asheville,1483 Patton Ave,"1483 Patton Ave, Asheville",828-232-1818,28806,35.571971,-82.614729,North Carolina
Ayden,4201 N. Lee Street,"4201 N. Lee Street, Ayden",252-746-4042,28513,35.441502,-77.388857,North Carolina
Beaufort,98 Crescent Dr,"98 Crescent Dr, Beaufort",252-728-5002,28516,34.905126,-76.552834,North Carolina
Belmont,956 South Point Road Suite A,"956 South Point Road Suite A, Belmont",704-317-7100,28012,35.211504,-81.037865,North Carolina
Benson,107 N Honeycutt St,"107 N Honeycutt St, Benson",919-207-5678,27504,35.400309,-78.518278,North Carolina
Biscoe,327 West Main Street,"327 West Main Street, Biscoe",910-428-1211,27209,35.343102,-79.753442,North Carolina
Boone,702-A Blowing Rock Rd,"702-A Blowing Rock Rd, Boone",828-264-6507,28607,36.218005,-81.652138,North Carolina
Burgaw,409 Highway 117 North,"409 Highway 117 North, Burgaw",910-259-5252,28425,34.562055,-77.896281,North Carolina
Burlington,1837 S Church Street,"1837 S Church Street, Burlington",336-229-7777,27215,36.027099,-79.491799,North Carolina
Cameron,2800 NC HWY 24/87,"2800 NC HWY 24/87, Cameron",910-436-3031,28326,35.269047,-79.154689,North Carolina
Camp Lejeune,Camp Lejeune Marine Base,"Camp Lejeune Marine Base, Camp",910-968-3111,28542,0,0,North Carolina
Canton,78 New Clyde Highway,"78 New Clyde Highway, Canton",828-648-7499,28716,35.439331,-82.847944,North Carolina
Bismarck,119 E Century Ave,"119 E Century Ave, Bismarck",701-258-4030,58503,46.90412,-100.750302,North Dakota
Dickinson,237 14th Street W,"237 14th Street W, Dickinson",701-483-7712,58601,46.916872,-102.834258,North Dakota
Emerado,400 A Ave,"400 A Ave, Emerado",701-594-4467,58228,47.881936,-97.343218,North Dakota
Fargo,1109 19th Avenue North Fargo,"1109 19th Avenue North Fargo, Fargo",701-232-1255,58102,46.927094,-96.834703,North Dakota
Grand Forks,2705 S Washington,"2705 S Washington, Grand",701-746-6437,58201,47.866638,-97.141144,North Dakota
Jamestown,706 1st Ave S,"706 1st Ave S, Jamestown",701-252-8888,58401,46.884369,-98.766655,North Dakota
Mandan,1100 E. Main,"1100 E. Main, Mandan",701-663-6988,58554,46.742723,-100.9353,North Dakota
Minot,1524 S Broadway,"1524 S Broadway, Minot",701-838-8383,58701,48.144826,-101.326016,North Dakota
Wahpeton,102 4th Street S,"102 4th Street S, Wahpeton",701-642-2212,58075,46.275536,-96.730394,North Dakota
West Fargo,1380 9th Street East,"1380 9th Street East, West",701-282-8055,58078,46.8625,-96.924088,North Dakota
Williston,523 Main Street,"523 Main Street, Williston",701-572-8888,58801,48.21789,-103.763084,North Dakota
Akron,758 West Market Street,"758 West Market Street, Akron",330-382-5700,44303,41.104685,-81.536941,Ohio
Alliance,1939 West State St.,"1939 West State St., Alliance",330-680-7900,44601,40.918593,-81.128745,Ohio
Amherst,2229 Kresge Drive,"2229 Kresge Drive, Amherst",440-960-1898,44001,41.366331,-82.259924,Ohio
Ashland,627 Claremont Ave,"627 Claremont Ave, Ashland",419-289-0030,44805,40.872668,-82.317033,Ohio
Ashtabula,5817 Main Ave,"5817 Main Ave, Ashtabula",440-992-6060,44004,41.85594,-80.791866,Ohio
Athens,12 Mill Street,"12 Mill Street, Athens",740-593-3395,45701,39.311963,-82.08602,Ohio
Aurora,38 S. Aurora Rd,"38 S. Aurora Rd, Aurora",330-954-9594,44202,41.315087,-81.338371,Ohio
Austintown,4520 Mahoning Ave,"4520 Mahoning Ave, Austintown",330-330-8898,44515,41.102896,-80.761275,Ohio
Avon Lake,33382 Walker Rd Unit N,"33382 Walker Rd Unit N, Avon",440-933-3099,44012,41.498342,-82.017368,Ohio
Barberton,1423 Wooster Rd. W,"1423 Wooster Rd. W, Barberton",330-706-0030,44203,41.020888,-81.628652,Ohio
Barnesville,146 W Main St,"146 W Main St, Barnesville",740-425-9999,43713,39.987894,-81.17459,Ohio
Batavia,600 West Main St,"600 West Main St, Batavia",513-735-2600,45103,39.097086,-84.13448,Ohio
Beaver Creek,3320 Dayton Xenia Rd,"3320 Dayton Xenia Rd, Beaver",937-427-3030,45432,39.739492,-84.085195,Ohio
Bellaire,2405 Belmont Street,"2405 Belmont Street, Bellaire",740-676-3900,43906,40.011095,-80.808695,Ohio
Bellefontaine,509 S Main St,"509 S Main St, Bellefontaine",937-592-1005,43311,40.365633,-83.756432,Ohio
Belpre,2109 Washington Blvd,"2109 Washington Blvd, Belpre",740-423-0030,45714,39.316984,-81.614345,Ohio
Berea,1 Berea Commons Ste 2,"1 Berea Commons Ste 2, Berea",440-891-0030,44017,41.370548,-81.861757,Ohio
Bethel,110 East Plane Street,"110 East Plane Street, Bethel",513-734-3500,45106,38.94502,-84.064915,Ohio
Beverly,527 5th Street,"527 5th Street, Beverly",740-984-1700,45715,39.605069,-81.628021,Ohio
Blanchester,209 South Broadway St,"209 South Broadway St, Blanchester",937-783-4995,45107,39.292197,-83.969291,Ohio
Ada,908 Arlington Ctr,"908 Arlington Ctr, Ada",580-436-5361,74820,34.788674,-96.715184,Oklahoma
Altus,813 E. Broadway,"813 E. Broadway, Altus",580-482-8120,73521,34.641313,-99.31594,Oklahoma
Ardmore,201 N Commerce,"201 N Commerce, Ardmore",580-226-6330,73401,34.203289,-97.11552,Oklahoma
Bartlesville,3800 TUXEDO BLVD,"3800 TUXEDO BLVD, Bartlesville",918-335-1300,74006,36.712435,-95.895038,Oklahoma
Bixby,13355 S Memorial Ste I,"13355 S Memorial Ste I, Bixby",918-369-3500,74008,35.924521,-95.877641,Oklahoma
Blanchard,1000 N Council Ave,"1000 N Council Ave, Blanchard",405-320-9700,73010,35.111365,-97.679215,Oklahoma
Broken Arrow,2216 W Houston St,"2216 W Houston St, Broken",918-251-3030,74012,36.051414,-95.805721,Oklahoma
Broken Bow,511 South Park,"511 South Park, Broken",580-306-9500,74728,34.150313,-94.802807,Oklahoma
Chickasha,806 South 4th,"806 South 4th, Chickasha",405-222-5212,73018,35.051452,-97.940504,Oklahoma
Choctaw,1654 South Choctaw Road Ste 101,"1654 South Choctaw Road Ste 101, Choctaw",405-281-4050,73020,35.45881,-97.262802,Oklahoma
Claremore,301 S Lynn Riggs Blvd,"301 S Lynn Riggs Blvd, Claremore",918-341-5555,74017,36.390927,-95.587689,Oklahoma
Clinton,1426 W Gary Blvd,"1426 W Gary Blvd, Clinton",580-331-6272,73601,35.489614,-98.963496,Oklahoma
Del City,5101 SE 29th Street,"5101 SE 29th Street, Del",405-670-5767,73115,35.442343,-97.441523,Oklahoma
Duncan,806 N Highway 81,"806 N Highway 81, Duncan",580-255-2555,73533,34.505317,-97.865916,Oklahoma
Durant,1436 W University,"1436 W University, Durant",580-924-1350,74701,34.006822,-96.378921,Oklahoma
Edmond,16325 N. May Ave. Suite A-10,"16325 N. May Ave. Suite A-10, Edmond",405-513-5989,73013,35.618788,-97.484375,Oklahoma
El Reno,1805 S Country Club Rd,"1805 S Country Club Rd, El",405-778-2143,73036,35.509391,-97.959769,Oklahoma
Elk City,1029 W 3rd St,"1029 W 3rd St, Elk",580-303-7888,73644,35.419594,-99.437791,Oklahoma
Enid,1119 S Van Buren St,"1119 S Van Buren St, Enid",580-242-2004,73703,36.427053,-97.969332,Oklahoma
Glenpool,13601 S. 75. Hwy,"13601 S. 75. Hwy, Glenpool",918-528-5770,74033,35.945975,-96.007444,Oklahoma
Albany,2409 Pacific Blvd SE,"2409 Pacific Blvd SE, Albany",541-917-3344,97321,44.65345,-123.139526,Oregon
Aloha,17531 SW Tualatin Valley Highway,"17531 SW Tualatin Valley Highway, Aloha",503-649-3030,97003,0,0,Oregon
Astoria,1619 Marine Drive,"1619 Marine Drive, Astoria",503-836-9600,97103,46.133918,-123.710609,Oregon
Beaverton,10081 SW Nimbus,"10081 SW Nimbus, Beaverton",503-626-3030,97008,45.46019,-122.804198,Oregon
Bend,235 SE Yew Ave,"235 SE Yew Ave, Bend",541-388-4681,97702,44.000626,-121.233812,Oregon
Canby,325 Se 1st Ave,"325 Se 1st Ave, Canby",503-266-4944,97013,45.220824,-122.66828,Oregon
